batch,loss_L0_age_bin,acc_L0_age_bin,loss_L0_gender,acc_L0_gender,loss_L0_star_sign,acc_L0_star_sign,loss_L4_age_bin,acc_L4_age_bin,loss_L4_gender,acc_L4_gender,loss_L4_star_sign,acc_L4_star_sign,loss_L8_age_bin,acc_L8_age_bin,loss_L8_gender,acc_L8_gender,loss_L8_star_sign,acc_L8_star_sign,loss_L12_age_bin,acc_L12_age_bin,loss_L12_gender,acc_L12_gender,loss_L12_star_sign,acc_L12_star_sign,loss_L16_age_bin,acc_L16_age_bin,loss_L16_gender,acc_L16_gender,loss_L16_star_sign,acc_L16_star_sign,loss_L20_age_bin,acc_L20_age_bin,loss_L20_gender,acc_L20_gender,loss_L20_star_sign,acc_L20_star_sign,loss_L24_age_bin,acc_L24_age_bin,loss_L24_gender,acc_L24_gender,loss_L24_star_sign,acc_L24_star_sign
147,1.23021,0.35034,0.79541,0.50905,2.89817,0.08397,1.23387,0.35447,0.78662,0.5126,2.99051,0.08341,1.18525,0.368,0.74828,0.52148,2.97882,0.08306,1.19689,0.36617,0.76095,0.52542,2.96267,0.08335,1.12837,0.3841,0.76723,0.53391,2.99139,0.08433,1.09602,0.41292,0.7253,0.54132,2.96104,0.08516,1.10392,0.42573,0.7111,0.57117,2.93834,0.08547
148,1.22933,0.35053,0.77962,0.50911,2.90862,0.08398,1.20605,0.35467,0.77521,0.51274,2.98343,0.08339,1.1538,0.3683,0.74319,0.52173,2.99217,0.08304,1.17697,0.36645,0.76392,0.52554,3.00688,0.08334,1.13036,0.38439,0.75787,0.53408,2.98166,0.08436,1.07364,0.41329,0.76454,0.54145,3.0623,0.08512,1.10787,0.42596,0.74008,0.57132,3.0045,0.08544
149,1.24799,0.35063,0.79528,0.50914,2.90835,0.08397,1.2394,0.35475,0.79358,0.51279,2.96849,0.08341,1.1886,0.36847,0.78709,0.52172,2.96679,0.08305,1.19127,0.36665,0.7715,0.52561,3.00259,0.08335,1.14347,0.38463,0.7556,0.53423,3.03099,0.08431,1.09964,0.41356,0.75738,0.54153,2.99099,0.08511,1.10587,0.42618,0.72909,0.57146,2.94034,0.08545
150,1.23934,0.35076,0.78284,0.50913,2.90031,0.08394,1.23271,0.35486,0.79029,0.51288,2.9681,0.08341,1.19199,0.36865,0.74788,0.52193,2.93726,0.08308,1.2,0.36682,0.75827,0.52574,2.96845,0.08337,1.12055,0.38501,0.74816,0.5344,2.98851,0.08428,1.11482,0.41374,0.75413,0.54162,2.95009,0.08514,1.12199,0.42633,0.75507,0.57144,2.96301,0.08545
151,1.23181,0.35085,0.78413,0.50914,2.88353,0.08393,1.24887,0.35497,0.78722,0.51296,2.9577,0.08342,1.18078,0.36887,0.77012,0.52205,2.97487,0.08308,1.21848,0.36707,0.79566,0.52569,2.9742,0.08337,1.13693,0.38533,0.80077,0.53437,2.98495,0.08428,1.09361,0.41407,0.78462,0.54161,2.96962,0.08513,1.09992,0.42665,0.79698,0.57129,2.96474,0.08548
152,1.25258,0.35086,0.79291,0.50906,2.90487,0.08398,1.2372,0.35513,0.77779,0.51312,2.98845,0.08341,1.16063,0.36922,0.76342,0.52219,2.95428,0.08309,1.20544,0.36734,0.75345,0.52588,2.97017,0.08342,1.18506,0.38554,0.75325,0.5346,2.97102,0.0843,1.11946,0.41441,0.70865,0.54203,2.97092,0.08516,1.11539,0.42693,0.71103,0.57159,2.93677,0.0855
153,1.25237,0.35083,0.79319,0.50905,2.8834,0.084,1.22136,0.3553,0.78549,0.5132,2.98669,0.0834,1.15502,0.3695,0.78197,0.52221,2.96871,0.08308,1.17725,0.36761,0.78037,0.52591,3.00461,0.08342,1.10392,0.38597,0.79372,0.53459,2.91931,0.08436,1.08351,0.4148,0.78654,0.54193,3.0285,0.0851,1.04481,0.42744,0.8041,0.57142,2.94735,0.08551
154,1.23686,0.35083,0.79064,0.50908,2.86869,0.08401,1.25217,0.35534,0.79353,0.51324,2.95397,0.08338,1.21473,0.36956,0.76809,0.52229,2.94221,0.0831,1.22039,0.3677,0.77254,0.52595,2.96195,0.08343,1.16804,0.3862,0.77376,0.53465,3.00695,0.08434,1.16751,0.41483,0.75478,0.54205,2.96441,0.08509,1.1792,0.42747,0.76583,0.57141,2.95766,0.08551
155,1.23767,0.35088,0.78497,0.50919,2.89399,0.08399,1.25861,0.35539,0.77859,0.51335,2.97061,0.08338,1.21146,0.36963,0.74839,0.52249,2.9287,0.08311,1.22963,0.36776,0.75211,0.52611,2.97434,0.08342,1.18874,0.38631,0.74063,0.53491,2.9249,0.08438,1.18028,0.41483,0.70329,0.54242,2.981,0.08509,1.18114,0.42746,0.71425,0.57165,2.9551,0.0855
156,1.25522,0.35083,0.78344,0.50925,2.87496,0.08398,1.24611,0.35546,0.76976,0.51352,2.9591,0.08339,1.20291,0.36977,0.73756,0.52275,2.94083,0.08313,1.21677,0.36792,0.73792,0.52635,2.98612,0.08342,1.17912,0.38652,0.715,0.53526,2.93983,0.08439,1.16283,0.41503,0.71577,0.54274,2.95329,0.08511,1.15748,0.42759,0.68177,0.57205,2.89892,0.08559
157,1.22694,0.35088,0.77349,0.50936,2.87708,0.08398,1.23019,0.35559,0.76274,0.51371,2.93354,0.0834,1.19462,0.36989,0.72645,0.52307,2.94494,0.08312,1.19499,0.36807,0.71109,0.5267,2.98083,0.08344,1.152,0.38673,0.71413,0.53558,2.93675,0.08444,1.10665,0.41523,0.66669,0.54327,2.94571,0.08514,1.08436,0.42784,0.66935,0.57246,3.03067,0.0855
158,1.23246,0.35094,0.78366,0.50939,2.87755,0.08402,1.22439,0.35571,0.77855,0.51382,2.99705,0.08336,1.19098,0.37006,0.75542,0.52322,2.96169,0.08311,1.20765,0.36821,0.74177,0.52691,3.01479,0.08339,1.17422,0.38696,0.73224,0.53583,2.96759,0.08444,1.13941,0.4154,0.72585,0.5435,2.94402,0.08516,1.12185,0.42809,0.70784,0.57266,2.9545,0.0855
159,1.2223,0.35105,0.7837,0.50942,2.89564,0.084,1.17095,0.35607,0.7748,0.51392,2.97808,0.08335,1.12365,0.37051,0.73984,0.52345,2.96141,0.08313,1.1098,0.36872,0.73854,0.52712,2.97452,0.08341,1.04737,0.38761,0.72857,0.53609,2.94858,0.08447,0.95828,0.4162,0.69513,0.54389,2.95753,0.08517,0.94408,0.42891,0.71281,0.57287,2.93654,0.08555
160,1.24279,0.35107,0.77711,0.50948,2.88444,0.08402,1.27173,0.35606,0.77868,0.51403,2.95758,0.08336,1.22645,0.37052,0.73761,0.52368,2.94704,0.08312,1.24129,0.36877,0.74492,0.52731,2.9785,0.08342,1.18867,0.38772,0.73426,0.53633,3.01265,0.08445,1.18234,0.41626,0.71575,0.54411,2.96681,0.08519,1.18867,0.42899,0.7068,0.57308,2.94007,0.08559
161,1.24221,0.35115,0.78703,0.50951,2.87739,0.08405,1.23761,0.35615,0.76872,0.51415,2.96581,0.08334,1.17745,0.37069,0.74946,0.52387,2.91376,0.08314,1.21749,0.36886,0.73826,0.52753,2.97267,0.08342,1.1956,0.38782,0.75141,0.53648,2.91982,0.08451,1.16488,0.41624,0.69444,0.54452,2.93846,0.0852,1.14955,0.42906,0.67682,0.57347,2.93143,0.08561
162,1.22167,0.35131,0.79119,0.50949,2.90407,0.08401,1.22248,0.3563,0.78879,0.5142,2.97004,0.08334,1.15315,0.37098,0.75541,0.52404,2.95478,0.08313,1.20048,0.36902,0.78517,0.5275,3.01492,0.08338,1.10102,0.38828,0.76283,0.53654,2.91616,0.08457,1.09481,0.41658,0.74239,0.54467,2.97308,0.0852,1.06646,0.42945,0.74132,0.5736,2.99089,0.08559
163,1.22846,0.35144,0.78928,0.50953,2.89046,0.08402,1.23996,0.35636,0.78067,0.51426,2.93952,0.08336,1.18592,0.3711,0.75919,0.52414,2.92551,0.08315,1.23576,0.36899,0.7637,0.52757,2.99259,0.08337,1.16744,0.38839,0.76984,0.53659,2.9687,0.08457,1.16972,0.41655,0.74746,0.54474,3.00355,0.08519,1.19732,0.42935,0.73638,0.57372,2.98037,0.08555
164,1.23726,0.35142,0.77987,0.50957,2.89911,0.08399,1.23852,0.35646,0.77441,0.51439,2.93607,0.08337,1.18264,0.37129,0.74352,0.52436,2.95189,0.08313,1.2023,0.36914,0.73964,0.52777,2.98103,0.08336,1.14841,0.38861,0.73335,0.53688,2.97007,0.08458,1.14268,0.41671,0.7182,0.54503,2.96496,0.08521,1.08567,0.42968,0.72931,0.57389,2.95428,0.08555
165,1.223,0.35157,0.77776,0.50963,2.87291,0.08399,1.19337,0.35665,0.78236,0.51447,2.9627,0.08337,1.13605,0.37155,0.74259,0.52455,2.95505,0.08314,1.17467,0.36935,0.74416,0.52793,2.95938,0.08337,1.09799,0.38898,0.71647,0.53715,2.9553,0.08458,1.02299,0.41719,0.69344,0.54535,2.96934,0.08521,1.02735,0.43007,0.69248,0.57414,2.94897,0.08553
166,1.22034,0.35161,0.79172,0.50963,2.89172,0.08399,1.21214,0.35678,0.77562,0.51457,2.96741,0.08336,1.16096,0.37177,0.76547,0.52464,2.93865,0.08315,1.18863,0.3695,0.77205,0.52797,2.96337,0.08337,1.12334,0.38925,0.75336,0.53726,2.95093,0.08456,1.10395,0.41737,0.77777,0.54534,2.94289,0.08524,1.07132,0.43031,0.75182,0.57423,2.9208,0.08555
167,1.23262,0.35171,0.78424,0.50964,2.89921,0.08397,1.2156,0.3569,0.78113,0.5146,2.98252,0.08333,1.1577,0.37197,0.75136,0.52474,2.96215,0.08313,1.14836,0.36978,0.74758,0.52811,3.00874,0.08334,1.1184,0.3895,0.75942,0.53735,2.90949,0.08461,1.0872,0.41766,0.73036,0.54545,2.9673,0.08524,1.05108,0.43064,0.74132,0.57431,2.96406,0.08553
168,1.22093,0.35185,0.78162,0.5097,2.86654,0.08398,1.21903,0.357,0.77054,0.51472,2.97562,0.08332,1.17673,0.37212,0.75042,0.52487,2.92794,0.08314,1.19725,0.36991,0.73799,0.52829,2.94652,0.08336,1.13017,0.38975,0.71408,0.53767,2.96074,0.08461,1.12948,0.41777,0.72198,0.54571,2.93235,0.08526,1.14299,0.43068,0.66568,0.57469,2.92633,0.08554
169,1.22957,0.35185,0.78134,0.50972,2.87529,0.08401,1.22593,0.3571,0.78975,0.51474,2.96283,0.08332,1.15537,0.37231,0.75331,0.52499,2.92352,0.08316,1.17082,0.3701,0.77551,0.52831,2.9828,0.08335,1.12238,0.39007,0.77308,0.53772,2.93895,0.08462,1.08185,0.41803,0.74338,0.54582,2.97363,0.08524,1.07245,0.43098,0.77238,0.5746,2.91766,0.08555
170,1.22179,0.35193,0.76894,0.50984,2.8648,0.08403,1.21603,0.3572,0.75826,0.51491,2.93302,0.08334,1.18637,0.37244,0.72836,0.52521,2.93574,0.08317,1.19723,0.37022,0.73807,0.52848,2.9331,0.08339,1.14332,0.39021,0.7246,0.53793,3.01454,0.08457,1.12545,0.41817,0.71113,0.54604,2.94601,0.08524,1.10711,0.43119,0.66274,0.57493,2.96679,0.08551
171,1.24125,0.35195,0.77803,0.50982,2.86279,0.08404,1.21493,0.35732,0.78682,0.51488,2.95077,0.08332,1.16734,0.37262,0.75273,0.52531,2.93396,0.08319,1.17572,0.37041,0.75681,0.52856,2.9597,0.08339,1.12414,0.39047,0.74002,0.53804,2.97625,0.08456,1.07302,0.41846,0.72816,0.54619,2.94058,0.08525,1.029,0.43161,0.70155,0.57512,2.86403,0.08558
172,1.22535,0.35203,0.77809,0.50984,2.87861,0.08403,1.21523,0.35742,0.77131,0.51496,2.92346,0.08335,1.16231,0.3728,0.73787,0.52546,2.93433,0.08319,1.16483,0.37062,0.74182,0.5287,2.93373,0.0834,1.10814,0.39076,0.71599,0.53827,2.97614,0.08455,1.05255,0.41881,0.73021,0.54635,2.95804,0.08525,1.05324,0.43194,0.7219,0.5752,2.91703,0.08561
173,1.24066,0.35199,0.77326,0.50985,2.87558,0.08404,1.2582,0.35739,0.76502,0.51507,2.94477,0.08336,1.22079,0.3728,0.73647,0.52561,2.95675,0.08318,1.25185,0.3706,0.75517,0.52878,2.95962,0.08342,1.18875,0.39087,0.72522,0.53846,2.94233,0.08456,1.1905,0.41878,0.69993,0.54663,3.02143,0.08521,1.20732,0.43192,0.70705,0.57542,2.84784,0.08572
174,1.21484,0.35203,0.77741,0.50993,2.87116,0.08406,1.19523,0.35759,0.76819,0.51518,2.95002,0.08337,1.13916,0.37308,0.75925,0.5257,2.95932,0.08314,1.17013,0.37082,0.75015,0.52889,2.97516,0.0834,1.10801,0.39117,0.72935,0.53866,2.94793,0.08455,1.05213,0.41919,0.72095,0.54683,2.96399,0.08521,1.04516,0.43231,0.71282,0.57562,3.00235,0.08569
175,1.22671,0.35213,0.78168,0.50995,2.86892,0.08405,1.21102,0.35773,0.7711,0.51528,2.94457,0.08337,1.154,0.37329,0.73666,0.52591,2.95756,0.08312,1.1764,0.37101,0.74389,0.52902,2.95039,0.08341,1.15067,0.39132,0.78044,0.5387,2.93008,0.08458,1.11983,0.41933,0.74213,0.54693,2.96431,0.08522,1.1272,0.43237,0.69964,0.57587,2.93349,0.08569
176,1.22807,0.35216,0.78207,0.50993,2.86194,0.08404,1.23196,0.35777,0.78621,0.51529,2.93239,0.08336,1.18668,0.37337,0.75881,0.52598,2.93968,0.08312,1.20123,0.37111,0.77235,0.529,2.97924,0.08339,1.14599,0.39151,0.79582,0.53863,2.9906,0.08457,1.15385,0.41939,0.75089,0.54699,2.96986,0.08521,1.08272,0.43265,0.73772,0.57593,2.8936,0.08574
177,1.21445,0.35228,0.77314,0.50998,2.87076,0.08405,1.20061,0.35794,0.77283,0.51537,2.94011,0.08336,1.1357,0.37365,0.75335,0.5261,2.9342,0.08311,1.16854,0.3713,0.75854,0.52908,2.96362,0.0834,1.12644,0.39177,0.76943,0.53867,2.98357,0.08455,1.13541,0.41947,0.7498,0.54708,2.93817,0.08523,1.1455,0.4327,0.74834,0.576,2.9708,0.08573
178,1.22748,0.35239,0.77651,0.50996,2.87709,0.08404,1.20905,0.35808,0.7703,0.51542,2.94043,0.08336,1.15697,0.37387,0.74388,0.52623,2.96851,0.08309,1.15026,0.37157,0.74661,0.52916,2.97229,0.08338,1.07664,0.3922,0.74177,0.53876,2.97796,0.08455,1.0646,0.41982,0.72703,0.5472,2.95533,0.08524,1.03928,0.43308,0.74342,0.576,2.89495,0.0858
179,1.23337,0.35237,0.77992,0.50997,2.88879,0.08405,1.21466,0.35819,0.77741,0.51546,2.94574,0.08337,1.1543,0.37407,0.76052,0.5263,2.92414,0.08309,1.15582,0.37181,0.76178,0.5292,2.95259,0.08339,1.08393,0.39256,0.75463,0.53886,2.90699,0.08457,1.07514,0.4201,0.72654,0.54738,2.90305,0.08526,1.09096,0.43326,0.73179,0.5761,2.90859,0.08581
180,1.23615,0.35238,0.77452,0.51002,2.86779,0.08408,1.21944,0.35827,0.75647,0.51561,2.95516,0.08336,1.17709,0.3742,0.72253,0.52653,2.93533,0.08308,1.20803,0.37189,0.71601,0.52947,2.94871,0.0834,1.15319,0.39268,0.70602,0.53916,2.93092,0.08459,1.15064,0.42017,0.68005,0.54774,2.94298,0.08527,1.16421,0.43331,0.69886,0.57633,2.96738,0.08578
181,1.22857,0.3524,0.78094,0.51006,2.87668,0.08407,1.22059,0.3584,0.77035,0.51568,2.94659,0.08336,1.1691,0.37435,0.75954,0.52656,2.93833,0.08307,1.18361,0.37207,0.76712,0.52946,2.93983,0.08342,1.14601,0.39286,0.74355,0.53926,2.94411,0.0846,1.13643,0.42029,0.74892,0.54778,2.8834,0.08534,1.05355,0.43369,0.70332,0.57648,2.90069,0.08578
182,1.23219,0.35241,0.78185,0.51006,2.86622,0.08408,1.20826,0.35852,0.76994,0.51575,2.93532,0.08337,1.14758,0.37455,0.75017,0.52666,2.92979,0.08307,1.17237,0.37224,0.74825,0.52953,2.95389,0.08342,1.12146,0.39309,0.73472,0.53943,2.99622,0.08457,1.06184,0.4206,0.72662,0.54796,2.9303,0.08535,1.05647,0.434,0.71969,0.57659,2.9514,0.08575
183,1.2209,0.35247,0.77657,0.51005,2.87175,0.0841,1.1902,0.3587,0.7737,0.51579,2.92526,0.0834,1.13556,0.3748,0.75394,0.52674,2.90981,0.0831,1.15193,0.37248,0.76805,0.52953,2.97341,0.08342,1.07849,0.39346,0.73994,0.53956,2.96931,0.08455,1.05386,0.42093,0.74995,0.54801,2.97388,0.08532,0.99113,0.43453,0.71076,0.57672,2.95059,0.08573
184,1.2065,0.35259,0.76932,0.5101,2.86773,0.08411,1.17881,0.35887,0.75499,0.51591,2.93571,0.08341,1.11826,0.37506,0.73355,0.52689,2.94734,0.08309,1.14088,0.37269,0.74606,0.52962,2.92673,0.08344,1.06612,0.3938,0.74016,0.53966,2.94554,0.08453,1.0263,0.42128,0.72397,0.54811,2.9474,0.08532,0.99349,0.43496,0.71816,0.57681,2.87232,0.08585
185,1.21923,0.35266,0.77329,0.51014,2.86416,0.0841,1.20372,0.35899,0.7519,0.51605,2.94986,0.08341,1.15678,0.37522,0.72901,0.52706,2.90408,0.08311,1.17539,0.37283,0.74294,0.5297,2.93601,0.08344,1.10367,0.39409,0.71372,0.53989,2.93536,0.08453,1.04097,0.42164,0.70604,0.5483,3.00001,0.08527,1.05663,0.43521,0.70325,0.57698,2.89936,0.08588
186,1.23086,0.35271,0.77978,0.51016,2.86,0.0841,1.22339,0.35907,0.77357,0.51608,2.96929,0.08338,1.17462,0.37536,0.74278,0.52719,2.92093,0.08311,1.20253,0.3729,0.74011,0.52984,2.97609,0.08341,1.18546,0.39413,0.76253,0.53992,2.94749,0.08453,1.13568,0.42172,0.7347,0.54844,2.98053,0.08525,1.14201,0.43522,0.70833,0.57711,2.93902,0.08587
187,1.21547,0.35271,0.77648,0.51017,2.86275,0.08411,1.17808,0.35928,0.7874,0.51608,2.94387,0.08337,1.14654,0.37556,0.74851,0.5273,2.91044,0.08311,1.16295,0.37311,0.75043,0.52991,2.92988,0.08342,1.09399,0.39446,0.73674,0.54006,2.95958,0.08453,1.04467,0.42209,0.72951,0.5486,2.94576,0.08525,1.02606,0.43561,0.71055,0.57727,2.9445,0.08589
188,1.21417,0.3528,0.77731,0.51019,2.85955,0.08411,1.20277,0.35936,0.75199,0.51623,2.95634,0.08335,1.16646,0.37568,0.73302,0.52747,2.92433,0.08311,1.17105,0.37324,0.71672,0.53014,2.91722,0.08346,1.15164,0.39457,0.70248,0.54035,2.91105,0.08456,1.10917,0.42218,0.68358,0.54895,2.94978,0.08527,1.0746,0.43578,0.7287,0.57745,2.83543,0.08593
189,1.2095,0.35283,0.76953,0.51023,2.85311,0.08414,1.18163,0.35952,0.76071,0.51631,2.9383,0.08336,1.12537,0.3759,0.73447,0.52763,2.91168,0.08312,1.1352,0.37347,0.7161,0.53037,2.91343,0.08348,1.06858,0.39488,0.71626,0.54055,2.90957,0.08459,1.02343,0.42249,0.69354,0.54921,2.91697,0.08529,0.98499,0.43617,0.70136,0.5776,2.9368,0.08594
190,1.21367,0.35295,0.78684,0.5101,2.84866,0.08416,1.18314,0.35965,0.78266,0.51629,2.92825,0.08336,1.14084,0.37611,0.75359,0.52768,2.90923,0.08315,1.15321,0.37367,0.76012,0.53039,2.93158,0.08349,1.13094,0.39502,0.78653,0.54043,2.99466,0.08455,1.08827,0.42272,0.74681,0.54921,2.90612,0.08534,1.09109,0.4363,0.74854,0.5776,2.87546,0.08598
191,1.21598,0.353,0.76983,0.51011,2.88476,0.08417,1.22287,0.35969,0.77782,0.51629,2.92744,0.08336,1.16675,0.37621,0.74543,0.52779,2.93936,0.08314,1.17168,0.37381,0.74795,0.53046,2.93638,0.08349,1.13087,0.39519,0.72202,0.54062,2.922,0.08456,1.09764,0.42289,0.72056,0.54933,2.94409,0.08536,1.12936,0.43634,0.73489,0.57765,2.89065,0.08601
192,1.21027,0.35311,0.77348,0.51009,2.83955,0.08417,1.17563,0.35984,0.76292,0.51637,2.95373,0.08335,1.13066,0.37642,0.7452,0.52788,2.9102,0.08315,1.15012,0.374,0.73474,0.53059,2.94361,0.0835,1.1131,0.39535,0.71189,0.54084,2.97459,0.08453,1.03552,0.42317,0.71676,0.5495,2.98859,0.08533,1.03198,0.43661,0.70514,0.57784,2.85418,0.08607
193,1.22904,0.35313,0.77589,0.51012,2.85468,0.08417,1.22639,0.35989,0.78057,0.51638,2.9198,0.08337,1.20491,0.37645,0.74273,0.52799,2.91557,0.08314,1.23214,0.37399,0.74164,0.53074,2.95743,0.08349,1.20544,0.39534,0.72351,0.54102,2.93041,0.08455,1.18933,0.42312,0.72832,0.54962,2.92129,0.08536,1.18561,0.43653,0.74476,0.57785,2.89192,0.0861
194,1.21989,0.35314,0.76058,0.51021,2.86246,0.08418,1.19452,0.36004,0.7531,0.51647,2.9406,0.08337,1.14089,0.37668,0.72381,0.52817,2.93756,0.08313,1.16099,0.37417,0.71591,0.53093,2.95962,0.08347,1.10869,0.39562,0.67911,0.54137,2.94795,0.08452,1.06965,0.42341,0.67954,0.5499,2.94043,0.08535,1.05644,0.43679,0.65047,0.5782,2.92958,0.08607
195,1.22837,0.35313,0.778,0.51018,2.8428,0.0842,1.18989,0.36019,0.76817,0.51653,2.94623,0.08336,1.1319,0.37691,0.764,0.52822,2.9169,0.08312,1.14531,0.37441,0.75714,0.53097,2.89996,0.08351,1.08104,0.39597,0.74729,0.54146,2.90099,0.08455,1.04521,0.42369,0.73588,0.54998,2.93072,0.08538,1.00428,0.43722,0.7364,0.57828,2.89017,0.08611
196,1.19715,0.35321,0.76713,0.51021,2.85919,0.08419,1.16427,0.36041,0.76173,0.51658,2.91526,0.08337,1.09767,0.37722,0.73242,0.52838,2.92197,0.08313,1.12047,0.37471,0.74417,0.53106,2.90458,0.08353,1.03251,0.39644,0.72062,0.54165,2.90834,0.08456,0.95966,0.42427,0.72166,0.55011,2.93651,0.08539,1.00788,0.43763,0.71959,0.57834,2.96292,0.08607
197,1.22507,0.35323,0.7756,0.51021,2.86263,0.0842,1.20332,0.36051,0.77137,0.51661,2.93445,0.08338,1.14865,0.3774,0.77206,0.52837,2.90604,0.08317,1.16635,0.37484,0.74598,0.53114,2.94575,0.08352,1.09074,0.39673,0.73488,0.54177,2.92089,0.08457,1.04293,0.42457,0.73433,0.5502,3.01528,0.08537,1.0834,0.43785,0.72752,0.57837,2.90217,0.08612
198,1.2269,0.35325,0.77904,0.51021,2.866,0.08421,1.20698,0.36058,0.77797,0.51661,2.92698,0.0834,1.15007,0.37759,0.74626,0.52846,2.92114,0.08316,1.17888,0.37495,0.76266,0.53114,2.92113,0.08354,1.12141,0.39694,0.75251,0.5418,2.93527,0.08456,1.10326,0.42478,0.76954,0.55015,2.91448,0.08541,1.04456,0.43815,0.7094,0.5785,2.92112,0.08613
199,1.22347,0.35325,0.76417,0.51023,2.83762,0.08421,1.19442,0.36069,0.76207,0.51667,2.91776,0.08341,1.15694,0.37775,0.74894,0.52853,2.91067,0.08317,1.15757,0.37511,0.74876,0.53119,2.93434,0.08354,1.10917,0.39718,0.72131,0.54197,2.95622,0.08454,1.09154,0.42497,0.71773,0.55029,2.9563,0.0854,1.07396,0.43832,0.71236,0.57863,2.89128,0.08615
200,1.20934,0.35333,0.76821,0.51025,2.8601,0.0842,1.17611,0.36085,0.75296,0.51678,2.92364,0.08342,1.09585,0.37809,0.72612,0.5287,2.89143,0.0832,1.14303,0.37534,0.70949,0.53143,2.92167,0.08354,1.0792,0.39744,0.72221,0.54213,2.88286,0.08457,1.02418,0.42531,0.70752,0.55045,2.93301,0.08539,1.0412,0.43861,0.71072,0.57876,2.88422,0.08618
201,1.23881,0.35325,0.76818,0.51024,2.86003,0.0842,1.22147,0.3609,0.77263,0.5168,2.90496,0.08345,1.16151,0.37822,0.74974,0.52875,2.88677,0.08321,1.17988,0.37544,0.72809,0.53153,2.89709,0.08357,1.12551,0.3976,0.71699,0.54229,2.91285,0.08457,1.10684,0.42539,0.7004,0.55062,2.93056,0.08538,1.07503,0.43877,0.70173,0.57887,2.88702,0.08621
202,1.22993,0.35324,0.77024,0.51029,2.87155,0.08422,1.21066,0.36096,0.75317,0.5169,2.91558,0.08347,1.1611,0.37832,0.73291,0.52886,2.89444,0.08322,1.18255,0.37552,0.7191,0.53168,2.92079,0.08359,1.14079,0.39771,0.71484,0.54246,2.94278,0.08456,1.09407,0.42552,0.71352,0.55075,2.90839,0.08541,1.12925,0.43878,0.70517,0.57901,2.87654,0.08626
203,1.21088,0.35326,0.76391,0.51039,2.84348,0.08427,1.20809,0.36103,0.73704,0.5171,2.92949,0.08347,1.16687,0.37842,0.7156,0.52909,2.94352,0.0832,1.20088,0.37556,0.7094,0.53192,2.92316,0.08361,1.16385,0.39773,0.70039,0.54273,2.93068,0.08456,1.16803,0.42545,0.67915,0.55108,2.91687,0.08546,1.15318,0.43875,0.66031,0.57935,2.89209,0.08627
204,1.21146,0.35331,0.76101,0.51044,2.84611,0.08428,1.20238,0.3611,0.75241,0.51723,2.91701,0.08347,1.16827,0.37851,0.71344,0.52931,2.9321,0.08318,1.1935,0.37562,0.71573,0.53213,2.96888,0.0836,1.14913,0.39781,0.69343,0.543,2.92154,0.08457,1.10251,0.42558,0.67833,0.55139,2.93591,0.08547,1.10911,0.43886,0.64756,0.5797,2.88362,0.08629
205,1.21555,0.35329,0.76741,0.51047,2.85096,0.08428,1.20291,0.36119,0.74676,0.51738,2.94022,0.08345,1.15434,0.37864,0.72102,0.52949,2.91678,0.08315,1.1681,0.37576,0.71433,0.53233,2.93549,0.0836,1.11916,0.39801,0.71248,0.54322,2.91806,0.08458,1.0832,0.42579,0.7079,0.55157,2.95327,0.08543,1.09257,0.43899,0.70681,0.57983,2.84259,0.08637
206,1.21653,0.35333,0.76155,0.51054,2.87027,0.08431,1.20186,0.36127,0.7491,0.51749,2.91497,0.08347,1.13831,0.37881,0.72565,0.52964,2.93149,0.08313,1.14603,0.37592,0.72282,0.53247,2.93388,0.0836,1.08361,0.39827,0.72261,0.54333,2.90926,0.08459,1.08119,0.42594,0.7189,0.55165,2.92993,0.08543,1.06316,0.43921,0.72152,0.5799,2.85468,0.0864
207,1.20072,0.35332,0.77316,0.51058,2.85764,0.08437,1.17714,0.3614,0.76728,0.51751,2.92769,0.08346,1.13435,0.37897,0.73239,0.52975,2.89907,0.08313,1.13991,0.37609,0.73575,0.53255,2.93406,0.0836,1.08057,0.39851,0.72366,0.54345,2.94143,0.08458,1.05845,0.42614,0.70717,0.55182,2.96892,0.0854,1.00823,0.43953,0.70564,0.58003,2.89097,0.08643
208,1.21188,0.35339,0.76314,0.51064,2.84783,0.08441,1.1819,0.36156,0.74091,0.51768,2.92551,0.08346,1.13387,0.37922,0.71415,0.53001,2.88461,0.08317,1.11525,0.37639,0.71038,0.5328,2.96236,0.08359,1.09233,0.3989,0.70324,0.5437,2.94737,0.08457,1.04586,0.42653,0.69837,0.55208,2.94543,0.0854,1.05548,0.43984,0.70739,0.58019,2.90036,0.08643
209,1.20963,0.35346,0.76264,0.51066,2.86274,0.08442,1.18764,0.36167,0.76074,0.51774,2.90233,0.08349,1.12408,0.37944,0.72866,0.53015,2.90104,0.08318,1.16381,0.37651,0.71726,0.53297,2.91319,0.08361,1.094,0.39911,0.72138,0.54386,2.92379,0.08459,1.06801,0.42675,0.67559,0.55237,2.94854,0.0854,1.07445,0.44001,0.68143,0.58036,2.96133,0.08638
210,1.20254,0.35351,0.76812,0.51069,2.84258,0.08445,1.19438,0.36175,0.75155,0.51782,2.88544,0.08352,1.13468,0.37962,0.71952,0.53032,2.90431,0.08318,1.16237,0.37662,0.72611,0.53309,2.91474,0.08364,1.1062,0.39925,0.71349,0.54403,2.89314,0.08462,1.08381,0.42688,0.69179,0.55257,2.91059,0.0854,1.09115,0.4401,0.67678,0.58058,2.88058,0.08638
